57573	133,228
8563	204,335,219,88
102724951	204
8434	86,606
10309	194
7652	155
80176	339
386678	45
1387	204
55854	225
150275	176,298
79572	402
2634	314
1785	190
8419	89
83548	142
9363	264
51599	223
152926	485
79618	366,369,226,400,482
401409	198
4893	254
347517	46
84071	596,174
6531	126
7022	243
1244	247
1638	427,582,936,636,407,882
25953	89,144
339263	256
1969	177,155,271
374403	40,57
112812	10
85290	0
2203	230,331
4358	56
337879	32
101060321	100
114836	70
91373	32
79805	257,424,425
84275	223
10233	392,220
23788	575,189,1098
4836	31
56971	480
167465	186
388667	18
100996485	822
140465	322,258
374395	30
84467	140,415
90806	389,385,507,204,605
282996	58
57026	53
57658	144
9968	199
26707	102
56666	0
1259	141,266
9961	193,35,152
26002	108
8694	283
57379	79,100
5464	107
11280	30,199
171392	182
9985	427,528
3475	510,345,261,470
83547	294
29998	194
55109	382
143241	179,56
8193	287,27
6327	191
55814	263
65059	226,225
117854	263,286,382,148
728689	178,133,129
1203	28
91664	147,241,302,249
4261	133
343637	100
442868	332
51109	90
55720	957
10919	30,886,4
646754	0
200403	264
10390	452,218,170,208,167
84649	259
283297	23
2359	196
646960	136
116379	301
29842	93
100141515	55
81309	0
139135	332
9683	237
390877	21
153527	101
266629	89,538,384,314
6631	450
8611	449
51322	88,514
79154	214
286499	526,561,437,506
4094	823
23171	201
5970	140
1266	242,329
4704	29
6578	274
221491	355,321,607,573,513,261
79924	51
3419	27
80032	87
245936	180
23416	436,260
10430	140,358
79982	184,155
260425	181
10052	270,274
39	159,131
7514	728
51751	167,251
10300	374
51025	138
79823	104
25854	579,280
348980	25
8091	811
60436	116,86,173,214
2350	175,169,163,157
1	62
506	105
51058	302,94
4184	145
23318	253
729747	166
8100	649,447,748
8600	529,149
64777	386,246,274
122258	49
147700	115
8537	51,338
23379	243
8941	193
255758	142
57062	99
113802	238,421
57380	139
51667	16
1973	136
65122	87
8214	152
284992	135
57474	129
79611	103,1108,91
152404	247,381
160728	390
23659	83
414899	293
64782	151
3849	33
9842	170
8776	167
116154	213,109,468,0,234
8711	232
81559	255
2029	28,152
57447	318,150,204,941,325,330,83,21,173,106
5671	132
201292	66
23584	135,76
83443	120
4218	222
23225	93
51138	139
221294	95
727800	111
20	148,50
80760	106,83
23295	137
283446	0
349075	986
255349	25
124842	328
1983	533,676
79085	142
64786	143,75
11152	172,439
468	280,887
84618	0
7247	235
10327	507,379,290,418
9697	149
7634	504
90313	38
729428	81
554235	62,181
8754	78
163175	594
126003	218,241,70
84816	477,191
143384	484
128372	0
10083	109
84287	408,228
84240	105,490,133
5922	37
200879	110
10787	759
285525	17
2583	142,469
57332	118
9401	42
710	39,191
23277	86
7087	65
5105	163
154467	61
112	195
442444	52
9423	107
338398	0
92017	73
26289	1026,337
50814	261,194
9935	390
492307	78,186
24139	139,73,41
157567	311,804,206
6257	220,71
643905	0
2590	278,86
3750	1573
150590	508,604
79989	358,695,114
10161	1625,1143,1094
159989	100
5337	127
9255	52,674,41
286133	611
9133	184
146059	117
7123	125,96
168537	130
55830	902,898,646,231,673
5745	66,203
6513	525
2116	447,629
23247	24
23632	386
55698	173
9117	148,210
6218	116
245806	206
25888	344,386,299,508,257,421
100287482	346
80820	640
254887	299,407
55973	14,339
389692	26
114902	232,2796
389320	13
148534	291,376
55959	330,669
6997	42,384
80199	204
6744	351,760
207	340,554,424
81550	788,72
54708	332
48	155,227
285848	174,0
220047	512
56099	167,213
51031	76
728229	179
89887	553
79192	52
8607	104,163,751
494513	356
286207	40
23385	323,124
9955	813
84460	1419,350,1366
386653	27
57497	542
9904	144
1155	140,575
79447	319
10844	574,373
788	199
93986	10,374
144402	84
11251	112
25833	150,34
1617	292
490	181
8634	218
1843	248
56342	172
441490	106
55197	357,190
84315	126
51574	465,150,278
56140	0
56916	177,275,387
6502	615,220
1294	1
119692	0
474343	321,259,311,256,266
7111	136,213
4640	251,288
782	208
5225	67
83541	144,139,349,352,461,197
26045	457
10544	184,218
6510	280,620,168
781	256,347
131450	233
10713	104,223
11272	39
65065	333
9867	220
5327	257,209
112770	44,516
56924	912,499,117
203286	51
8801	28
1146	21
89	97,116
4342	0
10229	133,70
10026	45
63971	160
8661	146
3960	214
55287	167,127
146909	98
10550	109
7174	103
1675	25,31
649	266
1318	117
3903	310,279
64393	452,331
645104	102
64216	125
83882	228,108
79078	67
402778	152
147920	291,36
125476	117,153
3738	224
23432	152,311,641,618,177,580,635
66008	446
343990	294
2673	183
55213	261
127391	93
181	300
412	442,448,245,288,250,102
6239	492,456
9293	38
29763	214,343,210
56160	111
29066	169
58497	501,242,585
2893	314,446
130271	83
399693	241
2886	135,120,265,283,275
51626	100
2543	123
5224	58
5650	145,102,357,272
84696	160
55706	291
4287	69,310
29984	85
83941	303
5362	758
164684	94
10885	66
80336	84
51293	66
7957	357
29114	378,263,552
282991	152,225,302,53,301
80224	107,271,55
2936	134
9110	110
8364	0
1289	383
117156	93
841	140,201,209,303,235
55507	0
8708	351
54856	175,123,163
100505573	0
389761	86
53354	270,167
8510	38
474	0
2121	184
26532	0
27115	303
286144	318,473,314,410,265,159,315
27335	195,448
135152	656
79625	527
65982	309,251,553,30
9497	71,294
4058	178
2953	170
6947	98
6715	255,229,976
256691	617
8899	91
8745	223
79716	95,122,132
126393	21
145864	215,168
201514	474
23151	213
8884	495
79048	385,202,104
7262	56
729852	461,249,242
55186	235
152789	276,486
10681	65,86
80131	345,244,101
340527	0
57402	116
29781	122
100129792	70
27035	206
65094	0
10451	54,73
100287478	0
4076	189
9545	261
342357	407
3832	308
51100	330,488
9563	273,152
10671	87
1655	167,316,402,427
158131	0
260436	112
5077	381
11269	396,363,139,49,409,455
3779	443
5724	391,253,462,335
201254	48,57
55585	91
283375	228,257
79738	84
116842	29
55299	24
120376	503,36,758
51241	144
347454	55
1018	76
55997	288
9924	306,377
259290	72
78991	129,62
9765	308,180,234
741	85
2806	129
59284	95
9241	525
7439	572,580
7922	420,208,117
100128927	17
3880	142
23240	52
3192	218
55588	57
4294	288
5159	469
10498	126
55255	320
1545	403
8352	0
1058	183,182
7561	154
10287	267,167
55723	172
84667	8
1535	36,71
3775	168
4978	214,288,482,545
3780	310
10891	120
8992	101
200933	131
84706	110,386
80742	636
26083	149
63929	101
2979	136
10135	308
2961	253
8824	1000
221927	288
115098	107,45
11215	175
23066	49
735	96,89
346606	167
402682	447
9889	470
153222	319,315
57677	120
1271	183,294,170
8654	112,94,155
6921	400,145,232,87,93,255,261,404,284
168455	292
116987	598
10048	59
7324	229,33
9710	859
57604	492,580
91543	136
30811	360
6271	113
26020	587,553
79672	50
